,avg_leverage,avg_leverage,avg_leverage,avg_trades_per_day,avg_trades_per_day,avg_trades_per_day,avg_win_rate,avg_win_rate,avg_win_rate,total_pnl,total_pnl,total_pnl,days_active,days_active,days_active
,mean,median,count,mean,median,count,mean,median,count,mean,median,count,mean,median,count
cluster,,,,,,,,,,,,,,,
0,24145.189812031484,903.718360903421,28,1532.8861394557823,984.7916666666667,28,0.3839823117650072,0.3811650169189391,28,308729.2392837143,117655.079453,28,3.2142857142857144,3.0,28
1,28664.002766663052,28664.002766663052,2,11995.333333333332,11995.333333333332,2,0.5864059056701443,0.5864059056701443,2,888122.1796484999,888122.1796484999,2,2.5,2.5,2
2,-445764.1133903526,-445764.1133903526,2,2641.5833333333335,2641.5833333333335,2,0.2762836222865244,0.2762836222865244,2,-61852.05790250001,-61852.05790250001,2,3.5,3.5,2
