date,total_pnl,avg_win_rate,avg_trade_size,total_trades,avg_long_short,avg_leverage,sentiment
2023-03-28,0.0,0.0,159.0,3,3000000000.0,0.09193333333333333,Greed
2023-11-14,155.50335699999994,0.13758389261744966,17050.867255512945,1045,1000000000.4413357,2245.5536250215723,Greed
2024-03-09,176965.491774,0.3366088629719345,4344.447836399742,6962,17600000000.592476,109102.06067395699,Extreme greed
2024-07-03,158742.378078,0.26068321950310835,3793.4441610327312,7141,1.2432876864244802,42099.59740742338,Neutral
2024-10-27,3189461.032019,0.40328324628121176,5261.972987631724,35241,8206896552.940843,21815.82017421179,Greed
2025-02-19,6699925.190574,0.4158784540695092,5926.522722732153,133871,0.9681304304525933,14001.822141061177,Fear
2025-06-15,71709.34763399999,0.4129992896546846,6403.4522044101,26961,3.669964971874267,-104343.29553999659,
