account,date,sentiment_num,rol_trades_7,rol_leverage_7,rol_winrate_7,rol_size_7,rol_trades_14,rol_leverage_14,rol_winrate_14,rol_pnl_7,target_next_profitable
0x8170715b3b381dffb7062c0298972d4727a0a63b,2024-10-27,1.0,15.0,407.5825710066667,0.0,2333.2533333333336,15.0,407.5825710066667,0.0,0.0,1
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-02-19,-1.0,1535.5,-147546.65525624456,0.143815445026178,2291.4922229493895,1535.5,-147546.65525624456,0.143815445026178,98151.8964235,0
0x8170715b3b381dffb7062c0298972d4727a0a63b,2025-06-15,0.0,1533.6666666666667,-324704.889212224,0.28803382609588335,2232.1453708551485,1533.6666666666667,-324704.889212224,0.28803382609588335,-55873.70826033334,0
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2024-10-27,1.0,54.0,6120.096383009259,0.037037037037037,933.2848148148148,54.0,6120.096383009259,0.037037037037037,11.717676000000012,1
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-02-19,-1.0,928.0,-779.3044193677929,0.18860730875159284,3693.4206066304932,928.0,-779.3044193677929,0.18860730875159284,32260.943817,1
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,2025-06-15,0.0,637.0,-475.7885865321043,0.22270790280409222,4398.446222602147,637.0,-475.7885865321043,0.22270790280409222,21837.885968666666,0
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-07-03,0.0,3810.0,-36486.90385871916,0.3254593175853018,772.3728871391077,3810.0,-36486.90385871916,0.3254593175853018,-9125.157325,1
0x8477e447846c758f5a675856001ea72298fd9cb5,2024-10-27,1.0,2807.0,-30223.53554141001,0.32486934837136483,1074.593513968667,2807.0,-30223.53554141001,0.32486934837136483,15426.610292500001,1
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-02-19,-1.0,3738.6666666666665,-28501.952985562773,0.3190429715073647,935.8498685293911,3738.6666666666665,-28501.952985562773,0.3190429715073647,25703.526257333335,0
0x8477e447846c758f5a675856001ea72298fd9cb5,2025-06-15,0.0,3749.5,-566823.3375684812,0.2645334184771655,912.7630141680638,3749.5,-566823.3375684812,0.2645334184771655,10979.252244,0
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2024-10-27,1.0,724.0,25886.172055294253,0.0759668508287292,2936.1985911602205,724.0,25886.172055294253,0.0759668508287292,8695.357326,1
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-02-19,-1.0,1402.0,-17931.90187917553,0.23317573310667228,3183.173862887803,1402.0,-17931.90187917553,0.23317573310667228,54598.889067,1
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,2025-06-15,0.0,1017.3333333333334,195876.09523915182,0.16082683282380303,4449.854833323051,1017.3333333333334,195876.09523915182,0.16082683282380303,42192.98071133333,0
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2024-10-27,1.0,4211.0,1132.0375123760864,0.418665400142484,1636.15022559962,4211.0,1132.0375123760864,0.418665400142484,49180.714882,1
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-02-19,-1.0,6742.5,2874.5258970539044,0.36934995260520787,1397.0147898539399,6742.5,2874.5258970539044,0.36934995260520787,44747.761448000005,1
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-06-15,0.0,5201.666666666667,2454.581689309964,0.35079305016447826,1283.5768803428782,5201.666666666667,2454.581689309964,0.35079305016447826,35434.291752,0
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-07-03,0.0,39.0,95548.09417600076,0.0,7877.326666666667,39.0,95548.09417600076,0.0,-14505.50575,1
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-27,1.0,161.0,114291.8772743262,0.27385159010600707,4780.764623085984,161.0,114291.8772743262,0.27385159010600707,26697.370897500005,1
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-19,-1.0,139.0,109098.21921698145,0.4773045688426012,3460.7354680222347,139.0,109098.21921698145,0.4773045688426012,24282.161424,0
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-10-27,1.0,190.0,2723.7275294477367,0.5526315789473685,3387.3391578947367,190.0,2723.7275294477367,0.5526315789473685,20925.513222,1
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-02-19,-1.0,186.0,153336.01865483378,0.4109311740890689,3230.1484251012143,186.0,153336.01865483378,0.4109311740890689,14838.6323355,1
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-06-15,0.0,187.66666666666666,179959.86330915618,0.40658936911348037,2981.622475372886,187.66666666666666,179959.86330915618,0.40658936911348037,22615.206510333333,0
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-10-27,1.0,9.0,0.0446666666666666,0.2222222222222222,1862.93,9.0,0.0446666666666666,0.2222222222222222,55.01524,1
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-02-19,-1.0,267.0,1.0639787794895237,0.27301587301587305,5151.995371428571,267.0,1.0639787794895237,0.27301587301587305,10879.415876500001,0
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-11-14,1.0,1043.0,4491.090375043144,0.2751677852348993,11034.799511025887,1043.0,4491.090375043144,0.2751677852348993,155.50335699999994,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-09,0.0,2059.5,16878.23816943152,0.2469792112130283,9337.261961299679,2059.5,16878.23816943152,0.2469792112130283,1381.1990565,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-07-03,0.0,1920.6666666666667,42326.849784107595,0.234646721048085,7183.247272231842,1920.6666666666667,42326.849784107595,0.234646721048085,21782.859904333334,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-10-27,1.0,1757.5,53007.41995545988,0.3177437158649281,5928.978419473566,1757.5,53007.41995545988,0.3177437158649281,371776.106396,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19,-1.0,2882.0,45758.26734877217,0.33240635480576364,5106.900183817335,2882.0,45758.26734877217,0.33240635480576364,408184.4852098,1
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-06-15,0.0,2455.5,33450.75037062284,0.306417060377352,4587.336474130545,2455.5,33450.75037062284,0.306417060377352,357230.4329481667,0
0xb899e522b5715391ae1d4f137653e7906c5e2115,2025-02-19,-1.0,4838.0,31.90497553947913,0.4386109962794543,22504.555828854896,4838.0,31.90497553947913,0.4386109962794543,22488.500821,0
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-02-19,-1.0,21190.0,98590.69078165804,0.467531854648419,3210.775186408684,21190.0,98590.69078165804,0.467531854648419,940157.212682,1
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-06-15,0.0,10596.0,49295.577890829016,0.7337659273242095,1608.897593204342,10596.0,49295.577890829016,0.7337659273242095,470081.90311,0
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2024-10-27,1.0,267.0,-152738.83370397004,0.1535580524344569,2725.7805992509366,267.0,-152738.83370397004,0.1535580524344569,11671.68,1
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19,-1.0,1239.0,-118654.13326083627,0.26289390636195936,5414.876755980059,1239.0,-118654.13326083627,0.26289390636195936,168556.828608,0
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-06-15,0.0,880.3333333333334,-80634.53903196855,0.17730759401635732,7887.472397647238,880.3333333333334,-80634.53903196855,0.17730759401635732,73506.35395100001,0
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-10-27,1.0,9883.0,27038.95062888657,0.5692603460487706,2693.283796418092,9883.0,27038.95062888657,0.5692603460487706,684215.002602,1
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-19,-1.0,18267.0,15096.546129358732,0.47706197670905004,2124.060565426036,18267.0,15096.546129358732,0.47706197670905004,405591.489384,1
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-06-15,0.0,13394.666666666666,8032.4276424970885,0.4390458840160791,1968.745114850234,13394.666666666666,8032.4276424970885,0.4390458840160791,278693.5176923333,0
