total_orig_pnl,total_adj_pnl,delta_total,orig_daily_vol,adj_daily_vol,high_leverage_cluster,consistent_winners_cluster,leverage_cap_used,size_increase_pct
10296958.943436,9496464.506030709,-800494.437405292,2581231.9799152203,2313607.1536866613,1,0,3.0,0.2
